user_id,user_type,device_type,os,timestamp,login_time_hour,typing_speed,keystroke_interval,mouse_speed,session_duration,actions_per_min,ip_change,label
user_001,student,mobile,Linux,2026-01-08 19:16:27.190992,19,3.25,0.101,221.1,411.9,31,1,0
user_001,student,laptop,iOS,2026-01-08 19:16:27.190992,19,3.79,0.118,361.5,490.8,44,1,0
user_001,student,desktop,Windows,2026-01-08 19:16:27.190992,19,2.22,0.096,285.4,511.5,39,0,0
user_001,student,desktop,Android,2026-01-08 19:16:27.190992,19,2.61,0.092,306.8,715.5,24,1,0
user_001,student,laptop,Linux,2026-01-08 19:16:27.190992,19,6.08,0.047,650.5,142.3,91,1,1
user_001,student,desktop,Android,2026-01-08 19:16:27.190992,19,13.52,0.017,1485.9,34.8,171,0,1
user_001,student,mobile,Android,2026-01-08 19:16:27.190992,19,3.39,0.13,229.6,322.1,43,0,0
user_001,student,mobile,Windows,2026-01-08 19:16:27.190992,19,7.44,0.055,615.4,121.4,96,1,1
user_001,student,mobile,Android,2026-01-08 19:16:27.190992,19,3.27,0.128,306.2,445.2,25,1,0
user_001,student,mobile,Windows,2026-01-08 19:16:27.190992,19,18.36,0.016,0.0,31.8,216,0,1
user_001,student,mobile,Linux,2026-01-08 19:16:27.190992,19,2.74,0.124,326.7,789.9,30,0,0
user_001,student,desktop,Linux,2026-01-08 19:16:27.190992,19,3.6,0.091,301.6,324.5,35,1,0
user_001,student,desktop,iOS,2026-01-08 19:16:27.190992,19,3.18,0.127,203.3,785.7,22,0,0
user_001,student,desktop,Linux,2026-01-08 19:16:27.190992,19,2.7,0.087,388.1,532.0,27,1,0
user_001,student,desktop,Android,2026-01-08 19:16:27.190992,19,3.87,0.09,268.2,425.4,44,1,0
user_001,student,laptop,Windows,2026-01-08 19:16:27.190992,19,3.08,0.129,245.7,790.3,35,0,0
user_001,student,laptop,Windows,2026-01-08 19:16:27.190992,19,17.78,0.013,0.0,39.9,201,0,1
user_001,student,mobile,Windows,2026-01-08 19:16:27.190992,19,3.93,0.119,376.5,503.4,42,0,0
user_001,student,mobile,Android,2026-01-08 19:16:27.190992,19,16.75,0.016,0.0,35.7,202,0,1
user_001,student,laptop,iOS,2026-01-08 19:16:27.190992,19,2.81,0.142,370.2,397.0,36,0,0
user_001,student,desktop,iOS,2026-01-08 19:16:27.190992,19,3.8,0.122,201.8,698.1,44,0,0
user_001,student,laptop,Linux,2026-01-08 19:16:27.190992,19,2.01,0.091,309.7,569.1,41,0,0
user_001,student,laptop,Android,2026-01-08 19:16:27.190992,19,14.97,0.014,1009.0,39.5,133,1,1
user_001,student,desktop,Windows,2026-01-08 19:16:27.190992,19,3.49,0.125,369.8,484.8,36,0,0
user_001,student,desktop,Android,2026-01-08 19:16:27.190992,19,12.71,0.02,1318.2,34.6,141,0,1
user_002,student,desktop,iOS,2026-01-08 19:16:27.190992,19,8.89,0.052,867.6,132.1,86,0,1
user_002,student,laptop,iOS,2026-01-08 19:16:27.190992,19,2.7,0.125,333.8,417.1,20,0,0
user_002,student,mobile,iOS,2026-01-08 19:16:27.190992,19,3.44,0.1,204.9,326.2,36,0,0
user_002,student,desktop,Windows,2026-01-08 19:16:27.190992,19,14.97,0.019,1139.8,42.2,125,0,1
user_002,student,mobile,Linux,2026-01-08 19:16:27.190992,19,2.03,0.145,285.6,643.4,40,1,0
user_002,student,mobile,iOS,2026-01-08 19:16:27.190992,19,3.96,0.085,261.1,461.1,42,0,0
user_002,student,mobile,iOS,2026-01-08 19:16:27.190992,19,6.94,0.051,718.4,163.5,113,1,1
user_002,student,laptop,Android,2026-01-08 19:16:27.190992,19,3.14,0.087,323.0,515.2,41,1,0
user_002,student,desktop,iOS,2026-01-08 19:16:27.190992,19,2.51,0.101,264.5,718.2,27,0,0
user_002,student,mobile,Windows,2026-01-08 19:16:27.190992,19,7.81,0.051,688.1,130.4,114,0,1
user_002,student,mobile,Windows,2026-01-08 19:16:27.190992,19,2.51,0.123,216.3,600.9,26,1,0
user_002,student,desktop,Linux,2026-01-08 19:16:27.190992,19,3.6,0.125,340.4,330.5,35,0,0
user_002,student,mobile,Linux,2026-01-08 19:16:27.190992,19,3.77,0.082,315.8,703.2,42,0,0
user_002,student,desktop,Linux,2026-01-08 19:16:27.190992,19,2.66,0.091,396.4,654.5,41,1,0
user_002,student,desktop,Linux,2026-01-08 19:16:27.190992,19,5.12,0.041,846.8,144.4,113,0,1
user_002,student,laptop,Android,2026-01-08 19:16:27.191989,19,2.65,0.138,254.3,673.7,31,1,0
user_002,student,desktop,Android,2026-01-08 19:16:27.191989,19,15.43,0.006,0.0,26.2,293,0,1
user_002,student,mobile,Android,2026-01-08 19:16:27.191989,19,18.19,0.016,0.0,39.1,212,1,1
user_002,student,mobile,Windows,2026-01-08 19:16:27.191989,19,3.43,0.083,279.8,563.4,38,1,0
user_002,student,desktop,Windows,2026-01-08 19:16:27.191989,19,2.16,0.082,392.5,557.0,42,0,0
user_002,student,desktop,Android,2026-01-08 19:16:27.191989,19,3.38,0.084,383.0,450.1,34,0,0
user_002,student,mobile,Linux,2026-01-08 19:16:27.191989,19,3.1,0.13,332.0,683.0,40,1,0
user_002,student,laptop,Android,2026-01-08 19:16:27.191989,19,17.58,0.015,0.0,28.4,268,0,1
user_002,student,desktop,Android,2026-01-08 19:16:27.191989,19,2.84,0.097,271.2,372.1,24,0,0
user_002,student,mobile,Android,2026-01-08 19:16:27.191989,19,2.68,0.086,218.8,887.7,33,0,0
user_003,student,mobile,Android,2026-01-08 19:16:27.191989,19,2.35,0.081,352.7,584.1,40,1,0
user_003,student,desktop,Android,2026-01-08 19:16:27.191989,19,2.35,0.11,279.7,869.5,29,0,0
user_003,student,laptop,iOS,2026-01-08 19:16:27.191989,19,3.77,0.098,203.1,601.9,38,1,0
user_003,student,mobile,Windows,2026-01-08 19:16:27.191989,19,3.71,0.126,232.6,866.3,43,1,0
user_003,student,mobile,Windows,2026-01-08 19:16:27.191989,19,3.89,0.141,327.3,645.3,39,1,0
user_003,student,desktop,Android,2026-01-08 19:16:27.191989,19,2.78,0.125,291.7,792.4,38,0,0
user_003,student,desktop,iOS,2026-01-08 19:16:27.191989,19,3.25,0.137,330.3,417.5,30,0,0
user_003,student,desktop,Linux,2026-01-08 19:16:27.191989,19,5.28,0.043,605.5,154.2,110,0,1
user_003,student,desktop,Linux,2026-01-08 19:16:27.191989,19,2.67,0.126,277.1,314.0,29,1,0
user_003,student,laptop,Android,2026-01-08 19:16:27.191989,19,8.26,0.048,635.4,121.8,112,0,1
user_003,student,mobile,Linux,2026-01-08 19:16:27.191989,19,3.87,0.083,283.6,628.8,44,0,0
user_003,student,desktop,iOS,2026-01-08 19:16:27.191989,19,2.85,0.12,315.2,547.6,22,0,0
user_003,student,mobile,Linux,2026-01-08 19:16:27.191989,19,2.74,0.134,268.2,443.2,24,0,0
user_003,student,mobile,Linux,2026-01-08 19:16:27.191989,19,3.36,0.132,247.6,620.6,36,1,0
user_003,student,laptop,Linux,2026-01-08 19:16:27.191989,19,2.99,0.107,259.5,533.5,38,1,0
user_003,student,desktop,Windows,2026-01-08 19:16:27.191989,19,5.04,0.067,627.4,194.8,66,1,1
user_003,student,laptop,Linux,2026-01-08 19:16:27.191989,19,3.35,0.114,298.6,569.1,35,0,0
user_003,student,laptop,Android,2026-01-08 19:16:27.191989,19,2.59,0.103,334.5,867.7,23,1,0
user_003,student,mobile,Linux,2026-01-08 19:16:27.191989,19,3.56,0.088,386.2,897.6,26,0,0
user_003,student,laptop,Android,2026-01-08 19:16:27.191989,19,2.11,0.132,309.2,370.2,30,1,0
user_003,student,laptop,Android,2026-01-08 19:16:27.191989,19,2.29,0.133,323.6,350.5,25,1,0
user_003,student,desktop,Android,2026-01-08 19:16:27.191989,19,3.4,0.085,364.4,348.8,21,0,0
user_003,student,laptop,Linux,2026-01-08 19:16:27.191989,19,5.34,0.07,712.3,185.6,60,1,1
user_003,student,desktop,iOS,2026-01-08 19:16:27.191989,19,11.18,0.028,1295.9,42.6,155,1,1
user_003,student,laptop,iOS,2026-01-08 19:16:27.191989,19,2.17,0.134,311.7,843.8,29,0,0
user_004,employee,mobile,Android,2026-01-08 19:16:27.191989,19,2.22,0.114,202.3,371.3,39,0,0
user_004,employee,mobile,Linux,2026-01-08 19:16:27.191989,19,2.24,0.125,349.2,442.5,32,1,0
user_004,employee,desktop,Android,2026-01-08 19:16:27.191989,19,2.8,0.113,216.6,434.2,20,1,0
user_004,employee,mobile,Android,2026-01-08 19:16:27.191989,19,3.93,0.081,394.0,834.7,34,1,0
user_004,employee,laptop,iOS,2026-01-08 19:16:27.191989,19,3.06,0.15,214.8,717.2,22,1,0
user_004,employee,mobile,iOS,2026-01-08 19:16:27.191989,19,2.15,0.092,243.4,572.7,34,1,0
user_004,employee,mobile,Android,2026-01-08 19:16:27.191989,19,3.26,0.121,380.2,849.2,44,1,0
user_004,employee,mobile,Android,2026-01-08 19:16:27.191989,19,3.92,0.084,278.9,672.1,43,1,0
user_004,employee,desktop,Android,2026-01-08 19:16:27.191989,19,16.39,0.008,0.0,21.6,289,1,1
user_004,employee,desktop,Linux,2026-01-08 19:16:27.192986,19,2.46,0.099,272.1,891.7,23,1,0
user_004,employee,desktop,Linux,2026-01-08 19:16:27.192986,19,3.4,0.118,261.9,661.7,39,0,0
user_004,employee,desktop,Android,2026-01-08 19:16:27.192986,19,16.35,0.007,0.0,34.7,234,0,1
user_004,employee,mobile,Android,2026-01-08 19:16:27.192986,19,3.9,0.131,322.7,349.6,21,0,0
user_004,employee,mobile,Windows,2026-01-08 19:16:27.192986,19,3.75,0.119,233.0,525.9,43,0,0
user_004,employee,laptop,Windows,2026-01-08 19:16:27.192986,19,19.05,0.02,0.0,21.3,248,1,1
user_004,employee,desktop,Linux,2026-01-08 19:16:27.192986,19,3.5,0.108,365.8,803.0,36,1,0
user_004,employee,mobile,Linux,2026-01-08 19:16:27.192986,19,2.94,0.109,254.7,345.2,35,0,0
user_004,employee,mobile,iOS,2026-01-08 19:16:27.192986,19,3.38,0.117,350.0,633.3,22,0,0
user_004,employee,desktop,iOS,2026-01-08 19:16:27.192986,19,8.08,0.068,854.9,108.9,76,0,1
user_004,employee,mobile,iOS,2026-01-08 19:16:27.192986,19,2.41,0.098,254.9,437.2,23,0,0
user_004,employee,desktop,Android,2026-01-08 19:16:27.192986,19,3.34,0.123,271.6,313.3,27,1,0
user_004,employee,desktop,iOS,2026-01-08 19:16:27.192986,19,3.0,0.113,366.3,811.3,37,1,0
user_004,employee,desktop,iOS,2026-01-08 19:16:27.192986,19,3.1,0.119,375.3,654.0,44,1,0
user_004,employee,mobile,Android,2026-01-08 19:16:27.192986,19,17.4,0.011,0.0,29.2,284,1,1
user_004,employee,laptop,iOS,2026-01-08 19:16:27.192986,19,3.61,0.143,323.5,510.4,21,0,0
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,17.95,0.011,0.0,12.7,290,1,1
user_005,admin,mobile,Linux,2026-01-08 19:16:27.192986,19,3.45,0.118,290.2,537.9,34,0,0
user_005,admin,desktop,Linux,2026-01-08 19:16:27.192986,19,18.11,0.018,0.0,33.9,204,0,1
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,12.3,0.027,1384.5,78.8,188,1,1
user_005,admin,mobile,iOS,2026-01-08 19:16:27.192986,19,2.99,0.103,326.7,504.9,35,1,0
user_005,admin,desktop,Windows,2026-01-08 19:16:27.192986,19,3.07,0.112,317.0,383.3,30,1,0
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,3.28,0.093,269.1,824.6,22,1,0
user_005,admin,laptop,Linux,2026-01-08 19:16:27.192986,19,3.03,0.148,320.4,324.5,38,1,0
user_005,admin,laptop,iOS,2026-01-08 19:16:27.192986,19,15.84,0.009,0.0,11.0,260,0,1
user_005,admin,desktop,iOS,2026-01-08 19:16:27.192986,19,3.1,0.117,271.2,518.6,33,0,0
user_005,admin,mobile,Windows,2026-01-08 19:16:27.192986,19,3.01,0.128,207.9,588.7,44,1,0
user_005,admin,desktop,Windows,2026-01-08 19:16:27.192986,19,3.38,0.116,231.4,336.6,35,0,0
user_005,admin,mobile,iOS,2026-01-08 19:16:27.192986,19,2.55,0.136,349.7,425.6,39,0,0
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,11.85,0.02,1309.1,47.8,197,0,1
user_005,admin,laptop,iOS,2026-01-08 19:16:27.192986,19,3.49,0.083,250.5,712.3,26,1,0
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,3.69,0.132,206.1,568.4,37,0,0
user_005,admin,desktop,Windows,2026-01-08 19:16:27.192986,19,3.07,0.097,253.8,409.4,24,1,0
user_005,admin,mobile,Windows,2026-01-08 19:16:27.192986,19,17.82,0.018,0.0,19.8,285,0,1
user_005,admin,mobile,Windows,2026-01-08 19:16:27.192986,19,2.24,0.142,318.7,513.1,23,0,0
user_005,admin,laptop,Windows,2026-01-08 19:16:27.192986,19,18.24,0.012,0.0,26.1,299,0,1
user_005,admin,laptop,Android,2026-01-08 19:16:27.192986,19,3.17,0.132,286.3,527.3,38,0,0
user_005,admin,desktop,Windows,2026-01-08 19:16:27.192986,19,2.67,0.143,321.5,598.9,43,0,0
user_005,admin,mobile,Windows,2026-01-08 19:16:27.192986,19,2.66,0.145,201.5,391.7,40,1,0
user_005,admin,laptop,iOS,2026-01-08 19:16:27.192986,19,2.49,0.091,237.3,838.1,43,0,0
user_005,admin,desktop,Linux,2026-01-08 19:16:27.192986,19,10.4,0.02,1205.2,79.8,155,0,1
user_006,admin,desktop,Windows,2026-01-08 19:16:27.192986,19,3.79,0.12,383.5,790.2,34,0,0
user_006,admin,laptop,Android,2026-01-08 19:16:27.192986,19,2.52,0.092,333.7,731.1,44,0,0
user_006,admin,laptop,Windows,2026-01-08 19:16:27.192986,19,3.07,0.113,367.7,412.2,24,1,0
user_006,admin,mobile,iOS,2026-01-08 19:16:27.193983,19,2.65,0.11,301.5,617.9,36,1,0
user_006,admin,laptop,Linux,2026-01-08 19:16:27.193983,19,3.41,0.134,217.5,859.2,30,1,0
user_006,admin,desktop,Android,2026-01-08 19:16:27.193983,19,6.28,0.058,710.8,96.1,115,1,1
user_006,admin,desktop,Android,2026-01-08 19:16:27.193983,19,2.13,0.149,264.5,352.7,21,1,0
user_006,admin,mobile,Android,2026-01-08 19:16:27.193983,19,2.28,0.08,223.3,582.9,34,1,0
user_006,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,17.06,0.01,0.0,35.5,248,1,1
user_006,admin,laptop,Linux,2026-01-08 19:16:27.193983,19,13.73,0.018,1466.5,76.3,194,1,1
user_006,admin,laptop,Android,2026-01-08 19:16:27.193983,19,15.91,0.006,0.0,31.6,239,1,1
user_006,admin,desktop,Android,2026-01-08 19:16:27.193983,19,2.1,0.135,365.6,421.0,24,0,0
user_006,admin,mobile,Windows,2026-01-08 19:16:27.193983,19,2.33,0.091,362.9,613.8,33,0,0
user_006,admin,laptop,Linux,2026-01-08 19:16:27.193983,19,2.72,0.141,278.5,571.2,27,1,0
user_006,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,3.43,0.143,324.8,748.6,20,0,0
user_006,admin,mobile,iOS,2026-01-08 19:16:27.193983,19,12.51,0.015,1449.8,52.6,185,0,1
user_006,admin,desktop,Android,2026-01-08 19:16:27.193983,19,3.81,0.124,223.4,499.7,25,1,0
user_006,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,3.46,0.129,233.3,672.0,34,1,0
user_006,admin,laptop,Android,2026-01-08 19:16:27.193983,19,3.07,0.143,357.7,751.4,25,1,0
user_006,admin,mobile,Linux,2026-01-08 19:16:27.193983,19,18.53,0.017,0.0,11.0,232,1,1
user_006,admin,desktop,Linux,2026-01-08 19:16:27.193983,19,7.28,0.063,863.0,92.3,92,0,1
user_006,admin,laptop,Android,2026-01-08 19:16:27.193983,19,17.68,0.011,0.0,28.1,287,1,1
user_006,admin,mobile,Android,2026-01-08 19:16:27.193983,19,3.0,0.118,297.3,733.4,23,0,0
user_006,admin,laptop,Windows,2026-01-08 19:16:27.193983,19,3.44,0.125,338.8,729.7,23,0,0
user_006,admin,mobile,Android,2026-01-08 19:16:27.193983,19,18.0,0.017,0.0,20.3,273,0,1
user_007,admin,laptop,Windows,2026-01-08 19:16:27.193983,19,2.45,0.11,257.6,392.0,30,0,0
user_007,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,3.17,0.115,322.3,735.7,34,1,0
user_007,admin,mobile,Android,2026-01-08 19:16:27.193983,19,3.19,0.087,383.8,853.5,24,1,0
user_007,admin,mobile,iOS,2026-01-08 19:16:27.193983,19,7.83,0.045,772.9,88.3,117,1,1
user_007,admin,desktop,Windows,2026-01-08 19:16:27.193983,19,10.39,0.012,1420.2,47.1,130,0,1
user_007,admin,desktop,Android,2026-01-08 19:16:27.193983,19,5.45,0.07,851.7,180.5,113,0,1
user_007,admin,mobile,iOS,2026-01-08 19:16:27.193983,19,2.66,0.102,245.5,539.4,34,0,0
user_007,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,2.11,0.103,360.6,662.2,40,1,0
user_007,admin,desktop,iOS,2026-01-08 19:16:27.193983,19,15.57,0.011,0.0,37.6,289,1,1
user_007,admin,mobile,Windows,2026-01-08 19:16:27.193983,19,2.69,0.104,347.5,652.2,36,0,0
user_007,admin,laptop,Windows,2026-01-08 19:16:27.193983,19,2.07,0.144,249.6,599.0,44,0,0
user_007,admin,desktop,Windows,2026-01-08 19:16:27.193983,19,17.09,0.019,0.0,33.4,248,0,1
user_007,admin,laptop,iOS,2026-01-08 19:16:27.193983,19,11.39,0.014,1106.3,30.7,168,1,1
user_007,admin,laptop,Android,2026-01-08 19:16:27.193983,19,14.81,0.013,1207.3,79.8,182,1,1
user_007,admin,mobile,Android,2026-01-08 19:16:27.193983,19,12.51,0.022,1033.5,32.6,170,0,1
user_007,admin,desktop,Linux,2026-01-08 19:16:27.193983,19,3.8,0.094,238.1,526.6,32,0,0
user_007,admin,mobile,Windows,2026-01-08 19:16:27.193983,19,3.67,0.121,258.8,572.0,38,0,0
user_007,admin,laptop,Android,2026-01-08 19:16:27.193983,19,7.1,0.053,720.2,171.8,97,1,1
user_007,admin,desktop,Android,2026-01-08 19:16:27.193983,19,5.41,0.05,622.7,124.8,62,1,1
user_007,admin,desktop,iOS,2026-01-08 19:16:27.193983,19,2.54,0.125,281.7,887.4,42,1,0
user_007,admin,mobile,iOS,2026-01-08 19:16:27.193983,19,14.2,0.027,1204.0,33.3,176,1,1
user_007,admin,mobile,Windows,2026-01-08 19:16:27.193983,19,2.46,0.127,203.9,503.6,41,0,0
user_007,admin,desktop,Windows,2026-01-08 19:16:27.193983,19,3.14,0.142,311.3,359.7,27,1,0
user_007,admin,mobile,iOS,2026-01-08 19:16:27.194984,19,2.49,0.131,371.1,877.6,30,1,0
user_007,admin,mobile,iOS,2026-01-08 19:16:27.194984,19,3.89,0.09,281.3,837.8,42,1,0
user_008,student,laptop,Android,2026-01-08 19:16:27.194984,19,2.03,0.086,241.6,373.7,38,1,0
user_008,student,mobile,Android,2026-01-08 19:16:27.194984,19,3.75,0.125,340.8,790.5,20,1,0
user_008,student,laptop,iOS,2026-01-08 19:16:27.194984,19,2.68,0.098,275.9,320.5,42,0,0
user_008,student,laptop,Android,2026-01-08 19:16:27.194984,19,3.66,0.104,354.8,561.7,28,1,0
user_008,student,laptop,Windows,2026-01-08 19:16:27.194984,19,6.18,0.068,829.1,93.7,83,1,1
user_008,student,mobile,Android,2026-01-08 19:16:27.194984,19,3.13,0.149,294.2,590.9,36,1,0
user_008,student,mobile,Linux,2026-01-08 19:16:27.194984,19,3.02,0.132,339.8,454.7,44,1,0
user_008,student,laptop,iOS,2026-01-08 19:16:27.194984,19,2.28,0.138,396.9,714.7,32,1,0
user_008,student,desktop,Linux,2026-01-08 19:16:27.194984,19,7.73,0.065,758.9,149.2,101,0,1
user_008,student,mobile,iOS,2026-01-08 19:16:27.194984,19,2.55,0.119,330.3,423.9,31,0,0
user_008,student,mobile,iOS,2026-01-08 19:16:27.194984,19,15.05,0.007,0.0,18.0,256,0,1
user_008,student,mobile,iOS,2026-01-08 19:16:27.194984,19,3.46,0.098,326.6,405.2,40,1,0
user_008,student,laptop,iOS,2026-01-08 19:16:27.194984,19,3.83,0.109,276.6,328.2,33,1,0
user_008,student,mobile,iOS,2026-01-08 19:16:27.194984,19,2.33,0.132,216.6,762.6,23,0,0
user_008,student,desktop,Linux,2026-01-08 19:16:27.194984,19,2.14,0.139,287.4,731.4,23,0,0
user_008,student,laptop,Android,2026-01-08 19:16:27.194984,19,16.49,0.013,0.0,21.9,297,1,1
user_008,student,laptop,Android,2026-01-08 19:16:27.194984,19,3.91,0.089,296.8,623.9,23,1,0
user_008,student,laptop,iOS,2026-01-08 19:16:27.194984,19,2.32,0.139,369.3,392.8,32,1,0
user_008,student,desktop,iOS,2026-01-08 19:16:27.194984,19,3.25,0.113,268.9,736.9,27,1,0
user_008,student,mobile,Linux,2026-01-08 19:16:27.194984,19,2.99,0.128,287.0,345.6,26,1,0
user_008,student,laptop,Windows,2026-01-08 19:16:27.194984,19,15.39,0.005,0.0,18.2,250,1,1
user_008,student,desktop,iOS,2026-01-08 19:16:27.194984,19,3.18,0.105,218.3,382.1,36,1,0
user_008,student,desktop,Linux,2026-01-08 19:16:27.194984,19,3.9,0.111,237.0,823.8,35,1,0
user_008,student,mobile,Android,2026-01-08 19:16:27.194984,19,3.46,0.136,331.8,682.3,41,0,0
user_008,student,laptop,Windows,2026-01-08 19:16:27.194984,19,3.96,0.143,329.3,866.4,28,1,0
user_009,student,laptop,Linux,2026-01-08 19:16:27.194984,19,2.08,0.129,385.0,633.5,42,0,0
user_009,student,laptop,Android,2026-01-08 19:16:27.194984,19,2.95,0.102,224.1,478.4,26,1,0
user_009,student,laptop,iOS,2026-01-08 19:16:27.194984,19,3.85,0.148,388.9,747.0,37,1,0
user_009,student,laptop,Windows,2026-01-08 19:16:27.194984,19,2.11,0.112,304.5,322.2,26,0,0
user_009,student,desktop,Android,2026-01-08 19:16:27.194984,19,17.98,0.008,0.0,24.4,259,0,1
user_009,student,laptop,Windows,2026-01-08 19:16:27.194984,19,3.77,0.117,288.2,339.2,42,0,0
user_009,student,desktop,Android,2026-01-08 19:16:27.194984,19,2.63,0.118,358.1,742.7,44,0,0
user_009,student,mobile,Android,2026-01-08 19:16:27.194984,19,12.6,0.019,1438.3,21.5,185,1,1
user_009,student,mobile,Linux,2026-01-08 19:16:27.194984,19,3.74,0.081,374.9,530.4,32,1,0
user_009,student,mobile,Linux,2026-01-08 19:16:27.194984,19,3.87,0.085,201.9,541.2,36,0,0
user_009,student,laptop,Linux,2026-01-08 19:16:27.194984,19,12.4,0.023,1436.8,25.5,129,1,1
user_009,student,mobile,Linux,2026-01-08 19:16:27.194984,19,2.67,0.117,346.5,366.3,36,1,0
user_009,student,laptop,Android,2026-01-08 19:16:27.194984,19,2.71,0.1,259.3,325.3,24,0,0
user_009,student,laptop,Android,2026-01-08 19:16:27.194984,19,2.04,0.149,285.6,535.0,36,0,0
user_009,student,laptop,Android,2026-01-08 19:16:27.194984,19,10.62,0.029,1399.0,55.3,162,1,1
user_009,student,laptop,Android,2026-01-08 19:16:27.194984,19,3.96,0.142,320.2,893.5,32,0,0
user_009,student,laptop,Windows,2026-01-08 19:16:27.194984,19,3.49,0.085,280.3,664.6,41,0,0
user_009,student,laptop,Android,2026-01-08 19:16:27.195978,19,3.03,0.096,235.3,411.9,28,1,0
user_009,student,desktop,iOS,2026-01-08 19:16:27.195978,19,13.9,0.017,1028.9,33.0,166,1,1
user_009,student,desktop,Windows,2026-01-08 19:16:27.195978,19,12.59,0.022,1262.5,65.5,154,1,1
user_009,student,laptop,Linux,2026-01-08 19:16:27.195978,19,3.39,0.091,363.2,673.8,25,1,0
user_009,student,mobile,Android,2026-01-08 19:16:27.195978,19,18.74,0.006,0.0,27.4,267,0,1
user_009,student,desktop,Windows,2026-01-08 19:16:27.195978,19,2.18,0.141,253.1,326.6,28,1,0
user_009,student,mobile,Android,2026-01-08 19:16:27.195978,19,3.7,0.082,265.8,630.5,44,0,0
user_009,student,laptop,Android,2026-01-08 19:16:27.195978,19,10.43,0.018,1186.3,61.7,191,1,1
user_010,student,desktop,Android,2026-01-08 19:16:27.195978,19,15.24,0.013,0.0,16.6,236,1,1
user_010,student,laptop,iOS,2026-01-08 19:16:27.195978,19,3.37,0.085,370.2,829.7,27,1,0
user_010,student,laptop,Windows,2026-01-08 19:16:27.195978,19,3.03,0.143,314.3,706.8,27,1,0
user_010,student,mobile,Linux,2026-01-08 19:16:27.195978,19,3.13,0.099,375.7,820.9,38,1,0
user_010,student,desktop,Android,2026-01-08 19:16:27.195978,19,2.49,0.091,232.1,802.2,32,0,0
